Timestamp,Device_ID,Device_Type,Parameter_Changed,New_Value,Trigger_Source
2026-01-18 14:23:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-18 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-01-18 19:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-18 19:47:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-01-18 19:48:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-01-18 19:49:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-18 22:17:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-18 22:18:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-01-18 22:36:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-18 23:05:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-18 23:07:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-18 23:08:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-19 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-19 07:07:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-19 07:08:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-19 07:38:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-01-19 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-19 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-01-19 08:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-19 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-01-19 19:48:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-19 19:49:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-01-19 19:50:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-19 19:51:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-19 19:56:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-01-19 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-01-19 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-01-19 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-19 23:13:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-19 23:15:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-19 23:16:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-20 06:52:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-01-20 06:53:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-20 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-01-20 07:25:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-01-20 07:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-20 07:52:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-01-20 08:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-20 19:05:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-20 19:06:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-20 19:07:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-20 19:08:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-20 20:11:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-01-20 22:37:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-01-20 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-20 22:41:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-01-20 23:02:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-20 23:04:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-20 23:05:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-21 06:58:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-21 06:59:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-21 07:00:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-21 07:24:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-01-21 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-21 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-01-21 08:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-21 19:06:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-21 19:07:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-21 19:08:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-21 19:09:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-21 19:48:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-01-21 22:34:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-21 22:35:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-21 22:48:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-21 23:03:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-21 23:05:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-21 23:06:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-22 07:01:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-22 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-22 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-22 07:33:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-01-22 07:53:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-22 07:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-01-22 08:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-22 19:21:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-22 19:22:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-22 19:23:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-22 19:24:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-22 20:10:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-01-22 22:40:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-22 22:41:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-22 22:43:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-22 23:01:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-22 23:03:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-22 23:04:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-23 07:08:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-01-23 07:09:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-23 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-23 07:39:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-01-23 07:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-23 07:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-01-23 08:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-23 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-01-23 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-01-23 19:20:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-23 19:21:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-01-23 19:22:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-23 19:23:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-23 20:10:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-01-23 22:21:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-01-23 22:22:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-01-23 22:41:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-01-23 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-23 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-23 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-24 08:52:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-01-24 08:53:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-01-24 14:17:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-01-24 14:18:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-01-24 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-01-24 19:09:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-24 19:10:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-24 19:11:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-01-24 19:12:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-24 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-01-24 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-01-24 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-01-24 22:52:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-24 22:54:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-24 22:55:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-25 14:20:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-01-25 14:21:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-25 19:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-25 19:47:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-01-25 19:48:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-25 19:49:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-25 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-25 22:37:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-25 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-25 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-25 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-25 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-26 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-26 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-26 07:07:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-26 07:34:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-01-26 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-26 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-01-26 08:59:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-26 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-01-26 19:20:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-26 19:21:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-01-26 19:22:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-26 19:23:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-26 20:03:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-01-26 22:33:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-26 22:34:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-26 22:53:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-26 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-26 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-26 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-27 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-27 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-27 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-27 07:21:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-01-27 08:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-27 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-01-27 09:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-27 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-01-27 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-01-27 19:36:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-27 19:37:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-27 19:38:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-27 19:39:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-27 19:49:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-01-27 22:30:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-27 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-27 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-27 22:51:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-27 22:53:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-27 22:54:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-28 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-28 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-28 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-01-28 07:28:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-01-28 07:58:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-28 07:59:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-01-28 09:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-28 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-01-28 19:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-28 19:47:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-28 19:48:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-01-28 19:49:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-28 20:05:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-01-28 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-01-28 22:43:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-01-28 22:44:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-28 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-28 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-28 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-29 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-29 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-29 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-01-29 07:39:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-01-29 08:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-29 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-01-29 08:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-29 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-01-29 19:45:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-01-29 19:51:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-29 19:52:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,65,Human
2026-01-29 19:53:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-01-29 19:54:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-29 22:39:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-01-29 22:42:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-29 22:43:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-01-29 23:01:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-29 23:03:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-29 23:04:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-30 06:58:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-01-30 06:59:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-30 07:00:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-01-30 07:27:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-01-30 08:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-01-30 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-01-30 09:00:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-01-30 19:37:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-30 19:38:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-30 19:39:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-01-30 19:40:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-30 19:57:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-01-30 22:22:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-30 22:23:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-30 22:35:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-01-30 22:49:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-30 22:51:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-30 22:52:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-31 09:07:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-01-31 09:08:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-01-31 14:35:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-01-31 14:36:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-31 19:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-01-31 19:13:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-01-31 19:14:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-01-31 19:15:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-01-31 22:32:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-01-31 22:33:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-01-31 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-01-31 22:48:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-01-31 22:50:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-01-31 22:51:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-01 14:28:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-02-01 14:29:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-01 19:19:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-01 19:20:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-02-01 19:21:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-02-01 19:22:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-01 22:15:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-01 22:16:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-01 22:50:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-01 23:09:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-01 23:11:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-01 23:12:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-02 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,25,Human
2026-02-02 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-02 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-02 07:35:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-02 07:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-02 07:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-02 09:00:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-02 19:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-02 19:13:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-02-02 19:14:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-02 19:15:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-02 19:51:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-02 22:43:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-02 22:44:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-02 22:44:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-02 22:45:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-02 22:47:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-02 22:48:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-03 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-02-03 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-03 06:58:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-02-03 07:33:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-03 07:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-03 07:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-03 08:56:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-03 19:32:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-03 19:33:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-03 19:34:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-03 19:35:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-03 19:50:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-03 22:27:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-03 22:28:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-03 22:46:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-03 22:48:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-03 22:50:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-03 22:51:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-04 06:49:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-02-04 06:50:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
